Transaction ID,Customer ID,Purchase Date,Age,Gender,Location,Online/Offline,Online Store,Category,Item Purchased,Brand,Color,Size,Quantity,Purchase Amount (₹),Discount (%),Festival/Sale,Shipping Charge (₹),Delivery Speed,Delivery Time (Days),Subscription Status,Payment Method,Review Rating,Return Status,Previous Purchases,season,age_group
TXN506539,CUST001088,2023-05-13,46,Female,Pune,Online,Myntra,Clothing,T-shirt,Puma,Navy,XL,1,2036,4,Standard Day,40,Standard,4,No,UPI,5,Not Returned,10,summer,Adult
TXN508029,CUST000222,2023-05-13,38,Female,Indore,Online,Meesho,Footwear,Sneakers,Nike,Brown,6,1,3207,13,Standard Day,0,Express,1,No,UPI,4,Not Returned,18,summer,Adult
TXN509060,CUST001946,2023-05-13,63,Female,Bhubaneswar,Online,Meesho,Footwear,Boots,Hush Puppies,Black,10,1,7929,6,Standard Day,40,Standard,6,No,UPI,3,Not Returned,3,summer,Adult
TXN509485,CUST001657,2023-05-13,59,Female,Pune,Online,Ajio,Clothing,Jeans,H&M,Red,XL,1,2831,8,Standard Day,99,Standard,7,No,Credit Card,3,Not Returned,21,summer,Adult
TXN500245,CUST003202,2023-05-14,32,Male,Delhi,Online,Myntra,Clothing,Shorts,Allen Solly,Grey,L,1,1083,13,Standard Day,40,Standard,6,No,Credit Card,3,Not Returned,15,summer,Adult
TXN501185,CUST001138,2023-05-14,49,Female,Bangalore,Online,Flipkart,Clothing,Jeans,Max,Black,XS,3,3597,7,Standard Day,0,Standard,7,Yes,Debit Card,1,Not Returned,12,summer,Adult
TXN502728,CUST001144,2023-05-14,54,Male,Kochi,Online,Amazon,Clothing,Shorts,Zara,Black,XS,1,1834,10,Standard Day,0,Standard,7,Yes,Debit Card,3,Not Returned,32,summer,Adult
TXN503603,CUST001229,2023-05-14,47,Other,Noida,Online,Ajio,Clothing,Shorts,Max,Beige,XXL,2,1582,9,Standard Day,0,Express,1,Yes,UPI,2,Returned,57,summer,Adult
TXN504493,CUST002027,2023-05-14,63,Male,Bangalore,Offline,In-Store Purchase,Accessories,Sunglasses,Puma,Blue,Free Size,1,2886,6,Standard Day,0,N/A (Offline),0,No,UPI,4,Not Returned,17,summer,Adult
TXN505321,CUST003036,2023-05-14,37,Male,Nagpur,Online,Ajio,Footwear,Running Shoes,HRX,Blue,8,1,9515,11,Standard Day,40,Express,2,No,Credit Card,3,Not Returned,48,summer,Adult
TXN506790,CUST000166,2023-05-14,46,Male,Delhi,Online,Myntra,Clothing,T-shirt,Nike,Green,XXL,2,5627,5,Standard Day,40,Standard,4,No,UPI,4,Not Returned,5,summer,Adult
TXN507178,CUST002568,2023-05-14,42,Female,Visakhapatnam,Online,Amazon,Footwear,Formal Shoes,Hush Puppies,Brown,11,1,10434,15,Standard Day,0,Standard,5,Yes,UPI,3,Not Returned,32,summer,Adult
TXN508217,CUST002978,2023-05-14,22,Female,Noida,Offline,In-Store Purchase,Clothing,Hoodie,Nike,Black,XL,1,4864,5,Standard Day,0,N/A (Offline),0,No,Debit Card,3,Not Returned,20,summer,Young Adult
TXN509109,CUST002161,2023-05-14,40,Male,Lucknow,Online,Ajio,Clothing,Saree,Biba,Red,L,2,7059,12,Standard Day,99,Express,2,No,Debit Card,3,Not Returned,10,summer,Adult
TXN509125,CUST001108,2023-05-14,18,Male,Pune,Online,Ajio,Footwear,Running Shoes,HRX,Red,10,1,2188,3,Standard Day,0,Same Day,0,Yes,UPI,4,Not Returned,11,summer,Young Adult
TXN509946,CUST002001,2023-05-14,21,Female,Delhi,Offline,In-Store Purchase,Clothing,Hoodie,Adidas,Grey,S,1,2776,4,Standard Day,0,N/A (Offline),0,Yes,Credit Card,4,Not Returned,9,summer,Young Adult
TXN500469,CUST000109,2023-05-15,52,Female,Surat,Online,Nykaa,Clothing,T-shirt,Puma,Green,XL,1,1225,8,Standard Day,0,Standard,6,Yes,UPI,3,Returned,30,summer,Adult
TXN500594,CUST001574,2023-05-15,33,Female,Visakhapatnam,Offline,In-Store Purchase,Clothing,Saree,FabIndia,Red,XXL,3,26644,6,Standard Day,0,N/A (Offline),0,No,UPI,3,Not Returned,1,summer,Adult
TXN500736,CUST003129,2023-05-15,21,Female,Chennai,Offline,In-Store Purchase,Clothing,Shorts,Puma,Red,XL,2,3241,8,Standard Day,0,N/A (Offline),0,Yes,Debit Card,4,Not Returned,49,summer,Young Adult
TXN500908,CUST002681,2023-05-15,20,Male,Delhi,Online,Myntra,Accessories,Belt,Fastrack,Red,S,1,579,1,Standard Day,40,Standard,5,No,Credit Card,4,Not Returned,1,summer,Young Adult
TXN501303,CUST002471,2023-05-15,43,Female,Kochi,Offline,In-Store Purchase,Clothing,T-shirt,Levis,Black,XXL,1,1153,3,Standard Day,0,N/A (Offline),0,Yes,Credit Card,5,Not Returned,3,summer,Adult
TXN501399,CUST003417,2023-05-15,63,Female,Patna,Offline,In-Store Purchase,Accessories,Bag,Fastrack,Beige,Free Size,1,2485,8,Standard Day,0,N/A (Offline),0,No,Cash,3,Not Returned,0,summer,Adult
TXN501557,CUST002728,2023-05-15,34,Female,Patna,Online,Ajio,Clothing,Hoodie,Puma,Beige,XS,1,3928,0,Standard Day,0,Standard,3,No,Net Banking,4,Not Returned,19,summer,Adult
TXN502464,CUST002199,2023-05-15,24,Female,Ahmedabad,Online,Flipkart,Footwear,Sneakers,Puma,Navy,9,1,7796,0,Standard Day,0,Standard,4,No,Credit Card,3,Not Returned,37,summer,Young Adult
TXN503503,CUST001263,2023-05-15,24,Male,Kochi,Online,Nykaa,Footwear,Running Shoes,Puma,Brown,10,2,37964,10,Standard Day,0,Standard,3,Yes,Wallet,4,Not Returned,56,summer,Young Adult
TXN503639,CUST001145,2023-05-15,34,Male,Mumbai,Offline,In-Store Purchase,Clothing,Kurta,Biba,Navy,XL,1,1682,7,Standard Day,0,N/A (Offline),0,No,Debit Card,4,Not Returned,3,summer,Adult
TXN504430,CUST000260,2023-05-15,59,Female,Chandigarh,Online,Meesho,Footwear,Running Shoes,Puma,Navy,8,1,10057,13,Standard Day,0,Standard,5,No,Cash on Delivery,4,Not Returned,11,summer,Adult
TXN504546,CUST002908,2023-05-15,49,Female,Pune,Online,Flipkart,Footwear,Boots,Hush Puppies,Blue,10,1,7479,6,Standard Day,0,Standard,4,Yes,Debit Card,4,Not Returned,12,summer,Adult
TXN504564,CUST003081,2023-05-15,42,Male,Lucknow,Online,Nykaa,Clothing,Shorts,Nike,Beige,S,1,2600,10,Standard Day,0,Standard,3,No,Credit Card,4,Not Returned,13,summer,Adult
TXN506087,CUST000644,2023-05-15,58,Female,Mumbai,Online,Ajio,Clothing,Trousers,Zara,Grey,S,3,10692,8,Standard Day,99,Same Day,0,No,Credit Card,4,Not Returned,6,summer,Adult
TXN507148,CUST001170,2023-05-15,57,Male,Nagpur,Online,Nykaa,Clothing,Shirt,Levis,Blue,M,1,2529,10,Standard Day,40,Standard,7,No,Cash on Delivery,3,Not Returned,3,summer,Adult
TXN507248,CUST001623,2023-05-15,30,Female,Pune,Online,Amazon,Footwear,Sneakers,HRX,Olive,11,1,4128,0,Standard Day,0,Standard,4,No,Debit Card,3,Not Returned,1,summer,Adult
TXN507420,CUST001517,2023-05-15,38,Female,Hyderabad,Online,Myntra,Clothing,Jacket,Allen Solly,White,M,1,2972,11,Standard Day,60,Same Day,0,No,UPI,4,Not Returned,11,summer,Adult
TXN507645,CUST000379,2023-05-15,55,Female,Mumbai,Offline,In-Store Purchase,Footwear,Heels,Bata,Olive,6,1,1002,0,Standard Day,0,N/A (Offline),0,No,UPI,3,Returned,3,summer,Adult
TXN507991,CUST002338,2023-05-15,57,Female,Pune,Online,Ajio,Accessories,Socks,Wildcraft,White,Free Size,2,249,3,Standard Day,0,Standard,4,Yes,Cash on Delivery,3,Not Returned,5,summer,Adult
TXN508467,CUST000432,2023-05-15,49,Female,Mumbai,Online,Amazon,Clothing,Jacket,H&M,Beige,L,1,4533,8,Standard Day,0,Standard,6,Yes,Debit Card,3,Not Returned,24,summer,Adult
TXN508478,CUST002438,2023-05-15,58,Male,Gurgaon,Online,Ajio,Footwear,Running Shoes,Puma,White,10,1,13403,10,Standard Day,40,Standard,6,No,Net Banking,2,Not Returned,9,summer,Adult
TXN509238,CUST001586,2023-05-15,21,Female,Jaipur,Online,Myntra,Accessories,Socks,Tommy Hilfiger,Black,Free Size,1,360,5,Standard Day,0,Standard,7,No,Credit Card,4,Not Returned,14,summer,Young Adult
TXN509769,CUST001534,2023-05-15,27,Male,Chennai,Online,Nykaa,Clothing,Saree,Biba,Grey,S,2,13683,13,Standard Day,40,Standard,4,No,UPI,4,Not Returned,1,summer,Adult
TXN501236,CUST000469,2023-05-16,18,Female,Pune,Offline,In-Store Purchase,Clothing,Saree,Max,Olive,XS,1,1829,5,Standard Day,0,N/A (Offline),0,No,Cash,3,Not Returned,3,summer,Young Adult
TXN502162,CUST002726,2023-05-16,58,Male,Jaipur,Online,Myntra,Accessories,Cap,Puma,Blue,L,1,948,14,Standard Day,0,Same Day,0,No,UPI,4,Not Returned,3,summer,Adult
TXN504249,CUST000280,2023-05-16,28,Female,Mumbai,Online,Myntra,Clothing,Hoodie,Adidas,Grey,S,1,3356,11,Standard Day,0,Standard,7,Yes,UPI,4,Not Returned,1,summer,Adult
TXN505018,CUST000062,2023-05-16,19,Male,Chandigarh,Online,Nykaa,Clothing,Jacket,Max,Grey,L,1,1771,8,Standard Day,0,Standard,6,No,Credit Card,3,Not Returned,9,summer,Young Adult
TXN505067,CUST001311,2023-05-16,63,Female,Kolkata,Online,Amazon,Clothing,Kurta,Max,Black,XL,1,1491,11,Standard Day,0,Standard,6,No,Credit Card,3,Not Returned,3,summer,Adult
TXN505109,CUST002685,2023-05-16,52,Female,Bangalore,Online,Amazon,Accessories,Sunglasses,Tommy Hilfiger,Navy,Free Size,2,24490,11,Standard Day,0,Standard,6,No,Debit Card,2,Not Returned,5,summer,Adult
TXN505687,CUST002366,2023-05-16,50,Female,Indore,Offline,In-Store Purchase,Accessories,Belt,Levis,Brown,Free Size,1,1641,1,Standard Day,0,N/A (Offline),0,Yes,Debit Card,4,Not Returned,1,summer,Adult
TXN506230,CUST002534,2023-05-16,32,Male,Mumbai,Online,Amazon,Clothing,Jacket,Adidas,Grey,XS,1,9062,0,Standard Day,0,Standard,3,No,Credit Card,4,Not Returned,6,summer,Adult
TXN506564,CUST003031,2023-05-16,57,Female,Lucknow,Online,Ajio,Clothing,Hoodie,Puma,Navy,XL,1,4924,9,Standard Day,60,Standard,7,No,Debit Card,3,Not Returned,3,summer,Adult
TXN506752,CUST000982,2023-05-16,50,Female,Hyderabad,Online,Myntra,Footwear,Boots,Zara,Olive,9,1,2838,0,Standard Day,0,Standard,3,No,Credit Card,4,Not Returned,4,summer,Adult
TXN507439,CUST000654,2023-05-16,38,Other,Kochi,Online,Meesho,Footwear,Running Shoes,HRX,White,6,1,8090,3,Standard Day,0,Standard,3,Yes,Cash on Delivery,3,Not Returned,6,summer,Adult
TXN508002,CUST000658,2023-05-16,28,Male,Jaipur,Online,Nykaa,Footwear,Running Shoes,Puma,Brown,10,1,2532,6,Standard Day,40,Standard,3,No,UPI,4,Not Returned,3,summer,Adult
TXN508948,CUST000466,2023-05-16,59,Female,Bhubaneswar,Online,Meesho,Clothing,Shorts,Puma,Red,S,1,2632,14,Standard Day,40,Standard,7,No,UPI,4,Not Returned,1,summer,Adult
TXN500124,CUST003119,2023-05-17,44,Male,Kolkata,Offline,In-Store Purchase,Footwear,Sneakers,HRX,Brown,11,2,23254,9,Standard Day,0,N/A (Offline),0,No,UPI,3,Not Returned,21,summer,Adult
TXN500367,CUST000986,2023-05-17,36,Male,Chandigarh,Online,Myntra,Accessories,Backpack,Fastrack,Blue,Free Size,1,3224,4,Standard Day,0,Express,2,No,Net Banking,3,Not Returned,12,summer,Adult
TXN501265,CUST000077,2023-05-17,43,Female,Ahmedabad,Online,Amazon,Clothing,Shirt,H&M,Black,XS,1,1653,2,Standard Day,40,Standard,5,No,UPI,5,Not Returned,0,summer,Adult
TXN501287,CUST002864,2023-05-17,42,Other,Lucknow,Online,Ajio,Footwear,Running Shoes,Adidas,Black,6,3,44916,4,Standard Day,40,Standard,6,No,Cash on Delivery,3,Returned,5,summer,Adult
TXN502181,CUST001104,2023-05-17,37,Male,Bhubaneswar,Online,Flipkart,Clothing,T-shirt,Nike,Navy,M,2,5434,4,Standard Day,0,Standard,6,Yes,Cash on Delivery,2,Not Returned,36,summer,Adult
TXN502763,CUST003342,2023-05-17,33,Male,Kolkata,Online,Meesho,Clothing,Jacket,HRX,Red,S,1,1660,6,Standard Day,40,Standard,5,No,Credit Card,2,Not Returned,5,summer,Adult
TXN503156,CUST002785,2023-05-17,35,Other,Visakhapatnam,Online,Ajio,Clothing,T-shirt,Puma,Olive,L,3,2424,11,Standard Day,40,Standard,5,No,Cash on Delivery,4,Not Returned,3,summer,Adult
TXN503196,CUST002341,2023-05-17,25,Female,Mumbai,Online,Nykaa,Clothing,T-shirt,HRX,Black,L,2,1830,14,Standard Day,40,Express,1,No,Debit Card,2,Not Returned,9,summer,Young Adult
TXN503469,CUST000220,2023-05-17,43,Male,Patna,Online,Amazon,Clothing,Saree,Max,Beige,XXL,1,868,1,Standard Day,0,Standard,4,Yes,UPI,2,Returned,4,summer,Adult
TXN503564,CUST001523,2023-05-17,26,Male,Pune,Online,Flipkart,Accessories,Socks,Puma,Olive,Free Size,1,187,15,Standard Day,99,Standard,5,No,UPI,3,Not Returned,7,summer,Adult
TXN503630,CUST000071,2023-05-17,54,Male,Delhi,Offline,In-Store Purchase,Accessories,Sunglasses,Levis,Navy,Free Size,3,18499,1,Standard Day,0,N/A (Offline),0,No,Cash,5,Not Returned,61,summer,Adult
TXN504665,CUST000579,2023-05-17,38,Other,Ahmedabad,Online,Myntra,Footwear,Sneakers,Adidas,Olive,7,1,29222,2,Standard Day,99,Standard,3,No,Debit Card,5,Not Returned,44,summer,Adult
TXN505120,CUST002349,2023-05-17,52,Male,Bhubaneswar,Online,Nykaa,Footwear,Running Shoes,Adidas,Grey,8,1,16322,2,Standard Day,40,Standard,5,No,UPI,5,Returned,0,summer,Adult
TXN505174,CUST003253,2023-05-17,45,Female,Patna,Online,Amazon,Footwear,Running Shoes,Nike,Olive,7,2,38918,10,Standard Day,60,Express,2,No,UPI,4,Not Returned,36,summer,Adult
TXN506175,CUST001827,2023-05-17,48,Female,Surat,Online,Meesho,Clothing,Saree,FabIndia,Olive,S,1,4606,8,Standard Day,0,Same Day,0,Yes,Credit Card,5,Not Returned,17,summer,Adult
TXN506847,CUST000606,2023-05-17,51,Male,Chandigarh,Online,Amazon,Clothing,Saree,Max,Beige,M,1,3432,3,Standard Day,40,Same Day,0,Yes,UPI,3,Returned,10,summer,Adult
TXN506878,CUST003163,2023-05-17,47,Female,Gurgaon,Offline,In-Store Purchase,Accessories,Bag,Levis,Black,Free Size,3,13653,6,Standard Day,0,N/A (Offline),0,No,UPI,4,Not Returned,48,summer,Adult
TXN507898,CUST002933,2023-05-17,31,Female,Visakhapatnam,Online,Meesho,Clothing,Jeans,Roadster,Brown,XXL,1,2237,13,Standard Day,40,Express,2,No,Cash on Delivery,3,Not Returned,52,summer,Adult
TXN507922,CUST002895,2023-05-17,29,Female,Noida,Online,Meesho,Footwear,Formal Shoes,Hush Puppies,White,11,1,9741,5,Standard Day,40,Express,1,Yes,UPI,4,Not Returned,20,summer,Adult
TXN508566,CUST001919,2023-05-17,56,Male,Gurgaon,Online,Myntra,Clothing,Shorts,Adidas,Blue,S,4,9136,4,Standard Day,99,Standard,7,No,Credit Card,2,Returned,0,summer,Adult
TXN509561,CUST002084,2023-05-17,42,Other,Jaipur,Online,Flipkart,Footwear,Slippers,Zara,White,6,1,1051,5,Standard Day,60,Standard,3,No,Credit Card,3,Not Returned,0,summer,Adult
TXN500320,CUST002608,2023-05-18,36,Female,Lucknow,Online,Meesho,Clothing,Shorts,Puma,Navy,XL,1,1486,5,Standard Day,0,Express,1,Yes,UPI,4,Not Returned,1,summer,Adult
TXN502588,CUST001972,2023-05-18,25,Male,Patna,Online,Amazon,Footwear,Formal Shoes,Zara,Green,6,1,5068,4,Standard Day,0,Standard,6,Yes,Credit Card,4,Not Returned,1,summer,Young Adult
TXN502629,CUST001195,2023-05-18,27,Male,Noida,Online,Nykaa,Clothing,Kurta,Max,Beige,S,1,458,8,Standard Day,40,Standard,3,No,UPI,2,Returned,21,summer,Adult
TXN503569,CUST001956,2023-05-18,38,Female,Kochi,Online,Nykaa,Clothing,Jeans,H&M,Green,S,1,1752,14,Standard Day,99,Standard,4,No,Debit Card,3,Not Returned,33,summer,Adult
TXN503909,CUST002889,2023-05-18,52,Male,Noida,Online,Amazon,Clothing,Kurta,Biba,Grey,XXL,1,3499,7,Standard Day,0,Standard,5,Yes,UPI,4,Not Returned,44,summer,Adult
TXN504404,CUST003269,2023-05-18,20,Male,Visakhapatnam,Offline,In-Store Purchase,Clothing,Shorts,Adidas,Blue,XXL,2,4228,6,Standard Day,0,N/A (Offline),0,No,UPI,5,Not Returned,11,summer,Young Adult
TXN504442,CUST002381,2023-05-18,58,Male,Nagpur,Online,Myntra,Footwear,Sneakers,Nike,Red,9,1,12843,10,Standard Day,40,Express,2,No,Debit Card,4,Not Returned,20,summer,Adult
TXN505773,CUST001025,2023-05-18,64,Male,Bangalore,Online,Meesho,Clothing,Saree,FabIndia,Navy,L,1,10841,8,Standard Day,0,Express,2,Yes,UPI,4,Not Returned,13,summer,Adult
TXN505819,CUST002372,2023-05-18,21,Female,Ahmedabad,Offline,In-Store Purchase,Clothing,Hoodie,Adidas,White,S,1,3532,4,Standard Day,0,N/A (Offline),0,Yes,UPI,4,Not Returned,4,summer,Young Adult
TXN505949,CUST003109,2023-05-18,19,Male,Kolkata,Online,Flipkart,Footwear,Slippers,Max,Grey,8,1,538,7,Standard Day,40,Standard,6,No,Credit Card,2,Not Returned,37,summer,Young Adult
TXN508232,CUST002891,2023-05-18,38,Female,Ahmedabad,Online,Amazon,Footwear,Sneakers,Adidas,Black,8,1,24874,5,Standard Day,60,Standard,5,No,Cash on Delivery,4,Not Returned,26,summer,Adult
TXN508665,CUST002677,2023-05-18,54,Male,Patna,Online,Ajio,Footwear,Formal Shoes,Hush Puppies,Brown,7,1,4701,7,Standard Day,0,Standard,3,Yes,UPI,4,Not Returned,4,summer,Adult
TXN509363,CUST003458,2023-05-18,45,Male,Kolkata,Online,Myntra,Clothing,Trousers,Max,Red,S,3,3660,10,Standard Day,0,Same Day,0,Yes,Credit Card,3,Returned,1,summer,Adult
TXN500546,CUST002041,2023-05-19,29,Female,Noida,Online,Amazon,Clothing,Kurta,Biba,Navy,S,1,2778,11,Standard Day,0,Same Day,0,Yes,Wallet,4,Not Returned,17,summer,Adult
TXN501161,CUST000053,2023-05-19,39,Male,Patna,Online,Flipkart,Accessories,Backpack,Puma,Green,Free Size,1,4913,4,Standard Day,0,Standard,3,No,UPI,4,Not Returned,1,summer,Adult
TXN502767,CUST000391,2023-05-19,32,Other,Visakhapatnam,Online,Ajio,Footwear,Running Shoes,Adidas,Grey,7,1,3828,3,Standard Day,40,Standard,3,No,Debit Card,4,Not Returned,4,summer,Adult
TXN502937,CUST000411,2023-05-19,40,Male,Ahmedabad,Online,Flipkart,Clothing,Trousers,Max,Red,L,1,2025,15,Standard Day,40,Express,1,No,Credit Card,2,Returned,0,summer,Adult
TXN502964,CUST002495,2023-05-19,34,Male,Indore,Online,Ajio,Clothing,T-shirt,Roadster,Brown,XXL,1,416,11,Standard Day,40,Same Day,0,No,UPI,3,Not Returned,5,summer,Adult
TXN505219,CUST003042,2023-05-19,51,Male,Bangalore,Online,Meesho,Footwear,Running Shoes,Adidas,White,8,1,9170,14,Standard Day,0,Express,1,Yes,UPI,4,Not Returned,46,summer,Adult
TXN506141,CUST001127,2023-05-19,34,Female,Ahmedabad,Online,Ajio,Accessories,Socks,Puma,Blue,Free Size,2,876,11,Standard Day,0,Standard,6,Yes,Credit Card,3,Not Returned,2,summer,Adult
TXN506778,CUST000512,2023-05-19,64,Male,Delhi,Online,Myntra,Clothing,Jacket,Puma,Olive,XS,3,21883,0,Standard Day,40,Standard,5,No,UPI,5,Not Returned,22,summer,Adult
TXN507478,CUST002968,2023-05-19,63,Male,Lucknow,Online,Meesho,Clothing,Kurta,Max,Grey,XL,1,895,3,Standard Day,0,Standard,4,Yes,Cash on Delivery,4,Not Returned,21,summer,Adult
TXN508672,CUST003461,2023-05-19,45,Male,Surat,Offline,In-Store Purchase,Footwear,Running Shoes,Adidas,Brown,6,1,17532,5,Standard Day,0,N/A (Offline),0,Yes,Cash,5,Not Returned,3,summer,Adult
TXN509449,CUST001750,2023-05-19,20,Male,Gurgaon,Online,Nykaa,Clothing,T-shirt,Nike,Beige,M,1,1566,8,Standard Day,0,Standard,5,Yes,Credit Card,5,Not Returned,5,summer,Young Adult
TXN509955,CUST000951,2023-05-19,21,Female,Lucknow,Online,Meesho,Clothing,Kurta,Max,Red,L,1,1290,12,Standard Day,60,Standard,3,No,Cash on Delivery,4,Not Returned,34,summer,Young Adult
TXN500369,CUST003260,2023-05-20,36,Male,Bangalore,Online,Ajio,Clothing,T-shirt,Levis,Brown,XXL,1,2065,3,Standard Day,40,Standard,4,No,UPI,4,Not Returned,10,summer,Adult
TXN502103,CUST002735,2023-05-20,48,Male,Indore,Online,Flipkart,Footwear,Running Shoes,HRX,Olive,6,1,3921,3,Standard Day,40,Express,1,No,Net Banking,4,Not Returned,0,summer,Adult
TXN502445,CUST000229,2023-05-20,47,Male,Jaipur,Online,Flipkart,Clothing,Kurta,Biba,Green,XS,1,3619,4,Standard Day,0,Express,1,No,Credit Card,4,Not Returned,2,summer,Adult
TXN503227,CUST001644,2023-05-20,44,Male,Gurgaon,Online,Meesho,Footwear,Slippers,Max,Red,7,1,213,2,Standard Day,40,Same Day,0,Yes,Credit Card,3,Returned,4,summer,Adult
TXN503697,CUST003256,2023-05-20,30,Male,Mumbai,Online,Flipkart,Footwear,Formal Shoes,Zara,White,6,1,7551,14,Standard Day,0,Express,1,Yes,UPI,3,Returned,0,summer,Adult
TXN503994,CUST002005,2023-05-20,35,Female,Delhi,Online,Meesho,Footwear,Heels,Hush Puppies,Black,8,1,6379,2,Standard Day,0,Express,2,Yes,UPI,5,Returned,31,summer,Adult
TXN504592,CUST001611,2023-05-20,19,Male,Chandigarh,Online,Meesho,Accessories,Bag,Levis,Navy,Free Size,1,2550,15,Standard Day,40,Express,2,No,Cash on Delivery,3,Not Returned,1,summer,Young Adult
TXN504714,CUST002403,2023-05-20,44,Male,Gurgaon,Offline,In-Store Purchase,Footwear,Formal Shoes,Zara,Brown,11,1,6408,3,Standard Day,0,N/A (Offline),0,Yes,UPI,4,Not Returned,1,summer,Adult
TXN505437,CUST000286,2023-05-20,55,Male,Hyderabad,Online,Flipkart,Footwear,Running Shoes,Nike,Navy,9,2,13244,14,Standard Day,0,Express,1,Yes,Cash on Delivery,5,Not Returned,40,summer,Adult
TXN506241,CUST002735,2023-05-20,48,Male,Indore,Online,Flipkart,Accessories,Belt,Tommy Hilfiger,White,Free Size,2,1305,11,Standard Day,40,Standard,5,No,UPI,3,Not Returned,0,summer,Adult
TXN506509,CUST000005,2023-05-20,38,Female,Jaipur,Online,Amazon,Clothing,Shorts,Max,Beige,M,1,921,9,Standard Day,0,Standard,6,Yes,Credit Card,2,Returned,16,summer,Adult
TXN506724,CUST001584,2023-05-20,58,Female,Patna,Online,Ajio,Clothing,Kurta,FabIndia,Red,XS,2,1961,2,Standard Day,0,Standard,6,No,UPI,3,Not Returned,0,summer,Adult
TXN508068,CUST002575,2023-05-20,30,Female,Surat,Online,Meesho,Clothing,Trousers,Zara,White,XXL,3,10935,4,Standard Day,0,Standard,4,Yes,Cash on Delivery,4,Returned,7,summer,Adult
TXN508914,CUST001603,2023-05-20,27,Female,Delhi,Offline,In-Store Purchase,Clothing,Kurta,Biba,Grey,S,1,3788,3,Standard Day,0,N/A (Offline),0,No,Cash,4,Returned,25,summer,Adult
TXN509825,CUST000400,2023-05-20,29,Other,Kolkata,Offline,In-Store Purchase,Accessories,Bag,Wildcraft,White,Free Size,1,1303,0,Standard Day,0,N/A (Offline),0,No,UPI,3,Not Returned,5,summer,Adult
TXN509944,CUST003415,2023-05-20,58,Female,Lucknow,Offline,In-Store Purchase,Footwear,Boots,Bata,Navy,6,1,3047,0,Standard Day,0,N/A (Offline),0,Yes,Debit Card,3,Not Returned,0,summer,Adult
TXN500269,CUST003029,2023-05-21,49,Female,Chennai,Online,Ajio,Footwear,Formal Shoes,Max,Grey,9,1,3231,2,Standard Day,40,Express,2,No,Net Banking,3,Not Returned,3,summer,Adult
TXN501089,CUST001067,2023-05-21,37,Female,Lucknow,Online,Ajio,Clothing,Jeans,Allen Solly,Blue,XS,1,1776,1,Standard Day,60,Express,2,No,Debit Card,4,Not Returned,0,summer,Adult
TXN502081,CUST003078,2023-05-21,57,Male,Visakhapatnam,Online,Myntra,Clothing,Saree,Biba,Grey,XS,1,8625,9,Standard Day,0,Standard,6,No,Net Banking,2,Returned,50,summer,Adult
TXN502356,CUST000996,2023-05-21,28,Male,Delhi,Online,Flipkart,Footwear,Slippers,Zara,Olive,6,2,1058,12,Standard Day,0,Standard,3,Yes,Credit Card,4,Not Returned,27,summer,Adult
TXN502541,CUST002888,2023-05-21,58,Male,Chandigarh,Online,Ajio,Clothing,Saree,Biba,White,XL,1,6295,11,Standard Day,99,Standard,5,No,Credit Card,4,Returned,0,summer,Adult
TXN503959,CUST001524,2023-05-21,30,Female,Bangalore,Offline,In-Store Purchase,Clothing,Shorts,Zara,Navy,XS,3,4509,7,Standard Day,0,N/A (Offline),0,No,UPI,4,Not Returned,32,summer,Adult
TXN504504,CUST002382,2023-05-21,25,Male,Indore,Online,Ajio,Footwear,Sneakers,Adidas,Red,11,4,49712,1,Standard Day,0,Standard,3,No,UPI,5,Not Returned,1,summer,Young Adult
TXN504860,CUST001503,2023-05-21,29,Female,Ahmedabad,Online,Flipkart,Clothing,Shirt,Roadster,Blue,XXL,1,1583,6,Standard Day,40,Standard,7,No,UPI,2,Returned,19,summer,Adult
TXN505788,CUST002283,2023-05-21,32,Female,Indore,Offline,In-Store Purchase,Clothing,Shorts,Adidas,Grey,L,1,866,8,Standard Day,0,N/A (Offline),0,No,UPI,4,Not Returned,0,summer,Adult
TXN505863,CUST000573,2023-05-21,54,Female,Visakhapatnam,Offline,In-Store Purchase,Clothing,Dress,Max,Black,XL,1,2221,0,Standard Day,0,N/A (Offline),0,No,Credit Card,3,Not Returned,0,summer,Adult
TXN506635,CUST003221,2023-05-21,54,Female,Noida,Online,Myntra,Clothing,Saree,Biba,Red,XS,1,9735,1,Standard Day,0,Same Day,0,Yes,UPI,4,Not Returned,5,summer,Adult
TXN506643,CUST001607,2023-05-21,57,Female,Ahmedabad,Online,Flipkart,Footwear,Sandals,Max,White,8,1,1304,7,Standard Day,0,Express,2,Yes,Debit Card,3,Not Returned,18,summer,Adult
TXN507909,CUST002561,2023-05-21,36,Female,Visakhapatnam,Online,Flipkart,Clothing,Kurta,FabIndia,Blue,M,2,3955,2,Standard Day,40,Standard,7,No,Debit Card,3,Not Returned,31,summer,Adult
TXN508971,CUST000566,2023-05-21,18,Female,Bhubaneswar,Online,Meesho,Clothing,Jacket,Nike,White,XS,1,2833,12,Standard Day,0,Standard,5,Yes,Cash on Delivery,4,Not Returned,4,summer,Young Adult
TXN509479,CUST000348,2023-05-21,61,Male,Indore,Online,Meesho,Footwear,Boots,Bata,Green,6,1,5024,8,Standard Day,0,Express,2,No,Wallet,3,Not Returned,21,summer,Adult
